variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
retention_w2_ratio,retention_w2_ratio_C_calendar_week_from_reg_week_w2_plus_1_over_w1_plus_1_zero_nan,w2_plus_1_over_w1_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w1_plus_1,nan,both NaN treated as match,23343,55,23288,0.0023561667309257594,2958.0,44.753943873283625,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.938775510204082","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=5.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0","USER_KEY=5cf3368d41f51281e67b370690b69ea21467b274ada97409797094dee..., value=1.0 | USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., value=1.0 | USER_KEY=6652e2597875d4f34b48a0610c035521f2aea2f8abc5f3b8ae4e7ea04..., value=1.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.938775510204082 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=5.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_over_w2_zero_zero,w3_over_w2; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2,zero,both NaN treated as match,23343,7265,16078,0.31122820545773894,1382.2714604236344,3.6315550189711296,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1888111888111887","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=82.33333333333333","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1888111888111887 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=82.33333333333333",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_over_w2_zero_nan,w3_over_w2; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2,nan,both NaN treated as match,23343,3720,19623,0.1593625498007968,1382.2714604236344,5.498425842338411,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1888111888111887","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=NaN","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1888111888111887 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=NaN | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_over_w2_plus_1_zero_zero,w3_over_w2_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2_plus_1,zero,both NaN treated as match,23343,6737,16606,0.28860900484085167,1770.0,30.59384548542468,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.173611111111111","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2930232558139534","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=61.75","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.173611111111111 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2930232558139534 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=61.75",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_over_w2_plus_1_zero_nan,w3_over_w2_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2_plus_1,nan,both NaN treated as match,23343,6737,16606,0.28860900484085167,1770.0,30.59384548542468,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.173611111111111","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2930232558139534","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=61.75","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.173611111111111 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2930232558139534 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=61.75",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_plus_1_over_w2_plus_1_zero_zero,w3_plus_1_over_w2_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2_plus_1,zero,both NaN treated as match,23343,787,22556,0.03371460394979223,1771.0,30.920337765816925,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1805555555555554","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=0.2","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693","USER_KEY=0c5a1d530e0dd25f2911bb80a5872cf08379b9303959f2994215fe78f..., value=1.0 | USER_KEY=c01511c8c09b96a42d5860d06757e77ec8f4875884614198fcdc86665..., value=1.0 | USER_KEY=717dd89e18db1e535d982891dff20c3080a8b5a670782ae01d614fced..., value=1.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1805555555555554 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=0.2 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_C_calendar_week_from_reg_week_w3_plus_1_over_w2_plus_1_zero_nan,w3_plus_1_over_w2_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,w2_plus_1,nan,both NaN treated as match,23343,787,22556,0.03371460394979223,1771.0,30.920337765816925,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1805555555555554","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=0.2","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693","USER_KEY=0c5a1d530e0dd25f2911bb80a5872cf08379b9303959f2994215fe78f..., value=1.0 | USER_KEY=c01511c8c09b96a42d5860d06757e77ec8f4875884614198fcdc86665..., value=1.0 | USER_KEY=717dd89e18db1e535d982891dff20c3080a8b5a670782ae01d614fced..., value=1.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=2.1805555555555554 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=0.2 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_uncapped_zero,"watch_time_w3 / watch_time_w1, zero denominator -> 0, uncapped",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,16024,7319,0.686458467206443,876.0,3.073026488648513,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_1,watch_time_w3 / watch_time_w1 capped at 1,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,14748,8595,0.6317953990489654,10.0,0.7834784119318774,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=1.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=1.0","USER_KEY=55dde00cc04d57b986d5bd9ae14fa9c5bde7c6005fa4782f0c7200203..., master=4.76, candidate=1.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=1.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=1.0 | USER_KEY=55dde00cc04d57b986d5bd9ae14fa9c5bde7c6005fa4782f0c7200203..., master=4.76, candidate=1.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_2,watch_time_w3 / watch_time_w1 capped at 2,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,15387,7956,0.659169772522812,10.0,0.7365118203625302,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0","USER_KEY=55dde00cc04d57b986d5bd9ae14fa9c5bde7c6005fa4782f0c7200203..., master=4.76, candidate=2.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=2.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0 | USER_KEY=55dde00cc04d57b986d5bd9ae14fa9c5bde7c6005fa4782f0c7200203..., master=4.76, candidate=2.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_5,watch_time_w3 / watch_time_w1 capped at 5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,15855,7488,0.6792186094332348,10.0,0.6842988856836024,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=5.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=5.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_10,watch_time_w3 / watch_time_w1 capped at 10,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,16523,6820,0.7078353253652059,10.0,0.6366004909088779,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_20,watch_time_w3 / watch_time_w1 capped at 20,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,16024,7319,0.686458467206443,20.0,0.9236095940436749,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_50,watch_time_w3 / watch_time_w1 capped at 50,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,16024,7319,0.686458467206443,50.0,1.482946622848945,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_C_calendar_week_from_reg_week_cap_100,watch_time_w3 / watch_time_w1 capped at 100,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,watch_time_w1,zero,both NaN treated as match,23343,16024,7319,0.686458467206443,100.0,2.0443842730765964,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=6.520833333333333 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=9.5 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.5798319327731093, candidate=1.386138613861386",False,False,,both_nan_match,,
diff_between_w2_w1,diff_between_w2_w1_C_calendar_week_from_reg_week,diff_between_w2_w1 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,,,both NaN treated as match,23343,12662,10681,0.5424324208542175,3572.0,82.360236473461,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=122.0, candidate=95.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-2.0, candidate=4.0","USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., master=-99.0, candidate=99.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., value=214.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=122.0, candidate=95.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-2.0, candidate=4.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., master=-99.0, candidate=99.0",False,False,,both_nan_match,,
diff_between_w3_w1,diff_between_w3_w1_C_calendar_week_from_reg_week,diff_between_w3_w1 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,C_calendar_week_from_reg_week,,,both NaN treated as match,23343,10632,12711,0.45546844878550313,2491.0,74.70278027674249,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=-177.0, candidate=265.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-3.0, candidate=0.0","USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., master=-99.0, candidate=0.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., value=278.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=-177.0, candidate=265.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-3.0, candidate=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., master=-99.0, candidate=0.0",False,False,,both_nan_match,,
